# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Mon Nov  8 14:46:32 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Attention: photometry includes extinction of Av=0.55, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.01 -0.17553 9.39794 0.8934782743 2.4475245476    0.893 -0.210  3.7518  4.558    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.31e-14      0.00 7.386e-01 2.519e-01 1.684e-03 4.602e-04 4.182e-03 -1.000 9.486e-03 5.295 5.661 6.123 5.026
0.01 -0.17553 9.39794 0.8936295509 2.4475655556    0.893 -0.209  3.7518  4.558    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.31e-14      0.00 7.386e-01 2.519e-01 1.684e-03 4.602e-04 4.182e-03 -1.000 9.485e-03 5.294 5.660 6.121 5.025
0.01 -0.17553 9.39794 0.9236906767 2.4554119110    0.923 -0.135  3.7611  4.535    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.17e-14      0.00 7.404e-01 2.501e-01 1.674e-03 4.574e-04 4.157e-03 -1.000 9.454e-03 5.107 5.470 5.911 4.853
0.01 -0.17553 9.39794 0.9413043261 2.4597423077    0.941 -0.092  3.7664  4.521    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.75e-14      0.00 7.416e-01 2.490e-01 1.667e-03 4.556e-04 4.141e-03 -1.000 9.461e-03 5.000 5.362 5.792 4.756
0.01 -0.17553 9.39794 0.9677759409 2.4659109116    0.967 -0.027  3.7736  4.497    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -6.76e-14      0.00 7.441e-01 2.465e-01 1.653e-03 4.517e-04 4.106e-03 -1.000 9.378e-03 4.839 5.201 5.615 4.610
0.01 -0.17553 9.39794 0.9891304374 2.4706115723    0.989  0.024  3.7792  4.478    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -7.7e-14      0.00 7.464e-01 2.443e-01 1.640e-03 4.483e-04 4.075e-03 -1.000 9.306e-03 4.710 5.073 5.474 4.494
0.01 -0.17553 9.39794 0.9951676130 2.4718983173    0.995  0.038  3.7807  4.472    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -7.93e-14      0.00 7.472e-01 2.435e-01 1.635e-03 4.470e-04 4.063e-03 -1.000 9.279e-03 4.674 5.037 5.435 4.461
0.01 -0.17553 9.39794 1.0191687346 2.4768414497    1.018  0.096  3.7864  4.448    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -8.93e-14      0.00 7.509e-01 2.399e-01 1.614e-03 4.413e-04 4.013e-03 -1.000 9.170e-03 4.531 4.897 5.282 4.333
0.01 -0.17553 9.39794 1.0369565487 2.4803357124    1.036  0.137  3.7904  4.430    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -9.76e-14      0.00 7.540e-01 2.369e-01 1.597e-03 4.367e-04 3.971e-03 -1.000 9.060e-03 4.426 4.793 5.170 4.238
0.01 -0.17553 9.39794 1.0422759056 2.4813539982    1.041  0.150  3.7916  4.424    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1    -1e-13      0.00 7.546e-01 2.363e-01 1.594e-03 4.360e-04 3.965e-03 -1.000 9.041e-03 4.395 4.763 5.137 4.209
0.01 -0.17553 9.39794 1.0647308826 2.4855241776    1.064  0.203  3.7963  4.400    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.11e-13      0.00 7.572e-01 2.338e-01 1.583e-03 4.333e-04 3.941e-03 -1.000 8.970e-03 4.264 4.634 4.998 4.090
0.01 -0.17553 9.39794 1.0847826004 2.4890804291    1.084  0.249  3.8004  4.377    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.22e-13      0.00 7.594e-01 2.317e-01 1.576e-03 4.312e-04 3.923e-03 -1.000 8.948e-03 4.147 4.519 4.876 3.984
0.01 -0.17553 9.39794 1.1062977314 2.4927320480    1.105  0.298  3.8046  4.353    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.34e-13      0.00 7.599e-01 2.312e-01 1.576e-03 4.315e-04 3.927e-03 -1.000 8.941e-03 4.024 4.399 4.747 3.873
0.01 -0.17553 9.39794 1.1260982752 2.4959514141    1.125  0.343  3.8083  4.331    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.46e-13      0.00 7.601e-01 2.309e-01 1.579e-03 4.322e-04 3.934e-03 -1.000 8.950e-03 3.912 4.288 4.629 3.770
0.01 -0.17553 9.39794 1.1326086521 2.4969816208    1.131  0.358  3.8095  4.323    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1  -1.5e-13      0.00 7.602e-01 2.309e-01 1.580e-03 4.325e-04 3.937e-03 -1.000 8.954e-03 3.875 4.252 4.590 3.736
0.01 -0.17553 9.39794 1.1333955526 2.4971051216    1.132  0.360  3.8096  4.323    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.51e-13      0.00 7.602e-01 2.309e-01 1.580e-03 4.325e-04 3.937e-03 -1.000 8.954e-03 3.871 4.248 4.586 3.732
0.01 -0.17553 9.39794 1.1542295218 2.5003073215    1.153  0.406  3.8131  4.298    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.64e-13      0.00 7.603e-01 2.307e-01 1.580e-03 4.326e-04 3.938e-03 -1.000 8.945e-03 3.755 4.134 4.465 3.626
0.01 -0.17553 9.39794 1.1741095781 2.5032410622    1.173  0.449  3.8161  4.275    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.78e-13      0.00 7.604e-01 2.307e-01 1.581e-03 4.328e-04 3.940e-03 -1.000 8.983e-03 3.647 4.027 4.353 3.526
0.01 -0.17553 9.39794 1.1804348230 2.5041508675    1.179  0.462  3.8170  4.267    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.83e-13      0.00 7.603e-01 2.307e-01 1.581e-03 4.329e-04 3.941e-03 -1.000 8.993e-03 3.614 3.994 4.318 3.494
0.01 -0.17553 9.39794 1.1911660433 2.5056688786    1.190  0.484  3.8182  4.254    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1  -1.9e-13      0.00 7.603e-01 2.307e-01 1.581e-03 4.331e-04 3.943e-03 -1.000 8.995e-03 3.560 3.940 4.262 3.443
0.01 -0.17553 9.39794 1.2282608747 2.5106818676    1.227  0.556  3.8211  4.207    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -2.16e-13      0.00 7.599e-01 2.312e-01 1.585e-03 4.334e-04 3.951e-03 -1.000 8.972e-03 3.379 3.760 4.076 3.269
0.01 -0.17553 9.39794 1.2693279982 2.5158405304    1.268  0.632  3.8229  4.153    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -2.46e-13      0.00 7.590e-01 2.320e-01 1.588e-03 4.340e-04 3.962e-03 -1.000 9.025e-03 3.189 3.570 3.882 3.084
0.01 -0.17553 9.39794 1.2760869265 2.5166530609    1.275  0.645  3.8231  4.143    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -2.51e-13      0.00 7.589e-01 2.321e-01 1.589e-03 4.342e-04 3.964e-03 -1.000 9.033e-03 3.159 3.539 3.851 3.054
0.01 -0.17553 9.39794 1.2977702618 2.5191941261    1.297  0.684  3.8231  4.111    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -2.68e-13      0.00 7.587e-01 2.323e-01 1.589e-03 4.345e-04 3.967e-03 -1.000 9.043e-03 3.060 3.440 3.751 2.954
0.01 -0.17553 9.39794 1.3239130974 2.5221309662    1.323  0.731  3.8224  4.070    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -2.91e-13      0.00 7.584e-01 2.325e-01 1.590e-03 4.352e-04 3.972e-03 -1.000 9.049e-03 2.942 3.321 3.633 2.834
0.01 -0.17553 9.39794 1.3467313051 2.5245873928    1.346  0.773  3.8210  4.030    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -3.11e-13      0.00 7.584e-01 2.326e-01 1.591e-03 4.351e-04 3.971e-03 -1.000 9.021e-03 2.838 3.215 3.529 2.727
0.01 -0.17553 9.39794 1.3717391491 2.5271718502    1.371  0.818  3.8186  3.984    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -3.36e-13      0.00 7.583e-01 2.327e-01 1.592e-03 4.352e-04 3.972e-03 -1.000 9.020e-03 2.725 3.101 3.419 2.608
0.01 -0.17553 9.39794 1.3940743208 2.5293903351    1.394  0.858  3.8155  3.938    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -3.58e-13      0.00 7.582e-01 2.327e-01 1.592e-03 4.350e-04 3.972e-03 -1.000 9.021e-03 2.624 2.997 3.320 2.499
0.01 -0.17553 9.39794 1.4195654392 2.5318241119    1.419  0.904  3.8108  3.881    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -3.87e-13      0.00 7.580e-01 2.329e-01 1.594e-03 4.349e-04 3.973e-03 -1.000 9.016e-03 2.510 2.880 3.212 2.373
0.01 -0.17553 9.39794 1.4279172421 2.5325999260    1.427  0.918  3.8088  3.861    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -3.95e-13      0.00 7.580e-01 2.330e-01 1.594e-03 4.349e-04 3.975e-03 -1.000 9.014e-03 2.474 2.843 3.178 2.331
0.01 -0.17553 9.39794 1.4477778673 2.5344035625    1.447  0.952  3.8035  3.813    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -4.14e-13      0.00 7.577e-01 2.332e-01 1.595e-03 4.350e-04 3.979e-03 -1.000 9.093e-03 2.391 2.757 3.102 2.234
0.01 -0.17553 9.39794 1.4664645195 2.5360491276    1.466  0.987  3.7984  3.763    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -4.39e-13      0.00 7.575e-01 2.334e-01 1.597e-03 4.351e-04 3.983e-03 -1.000 9.079e-03 2.304 2.667 3.023 2.134
0.01 -0.17553 9.39794 1.4673912525 2.5361294746    1.467  0.988  3.7981  3.761    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1  -4.4e-13      0.00 7.575e-01 2.334e-01 1.597e-03 4.351e-04 3.984e-03 -1.000 9.079e-03 2.299 2.663 3.019 2.129
0.01 -0.17553 9.39794 1.4715845585 2.5364916325    1.471  0.996  3.7967  3.748    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -4.44e-13      0.00 7.574e-01 2.336e-01 1.598e-03 4.354e-04 3.984e-03 -1.000 9.068e-03 2.280 2.643 3.001 2.106
0.01 -0.17553 9.39794 1.4746925831 2.5367586613    1.474  1.004  3.7963  3.739    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -4.51e-13      0.00 7.572e-01 2.336e-01 1.598e-03 4.355e-04 3.985e-03 -1.000 9.105e-03 2.259 2.622 2.981 2.084
0.01 -0.17553 9.39794 1.4805126190 2.5372548103    1.480  1.050  3.8026  3.721    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -4.94e-13      0.00 7.571e-01 2.338e-01 1.599e-03 4.360e-04 3.986e-03 -1.000 9.101e-03 2.145 2.509 2.855 1.985
0.01 -0.17553 9.39794 1.4817727804 2.5373618603    1.481  1.086  3.8101  3.714    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -5.38e-13      0.00 7.570e-01 2.339e-01 1.599e-03 4.361e-04 3.986e-03 -1.000 9.100e-03 2.054 2.420 2.751 1.913
0.01 -0.17553 9.39794 1.4821312428 2.5373921394    1.482  1.116  3.8163  3.710    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -5.78e-13      0.00 7.570e-01 2.339e-01 1.599e-03 4.361e-04 3.987e-03 -1.000 9.100e-03 1.979 2.348 2.667 1.854
